id,name,birthdate,deathdate
2721,Gavin MacLeod,1931-02-28T00:00:00.000,
2722,Gavin Newsom,1967-10-10T00:00:00.000,
2723,Gavin O'Connor,,
2724,Gavin Wiesen,,
2725,Gaye Brown,1941-03-02T00:00:00.000,
2726,Gbenga Akinnagbe,1978-12-12T00:00:00.000,
2727,Gedde Watanabe,1955-06-26T00:00:00.000,
2728,Gemma Chan,1982-11-29T00:00:00.000,
2729,Gemma Jones,1942-12-04T00:00:00.000,
2730,Gen Seto,,
2731,Gena Rowlands,1930-06-19T00:00:00.000,
2732,Gene Quintano,,
2733,Gene Simmons,1949-08-25T00:00:00.000,
2734,Gene Teigland,,
2735,Gene Tierney,1920-11-19T00:00:00.000,1991-11-06T00:00:00.000
2736,Genevi�ve Bujold,1942-07-01T00:00:00.000,
2737,Genevi�ve Lemon,,
2738,Genevieve O'Reilly,1977-01-06T00:00:00.000,
2739,Genndy Tartakovsky,1970-01-17T00:00:00.000,
2740,Geoff Bell,,
2741,Geoff Murphy,1946-06-13T00:00:00.000,
2742,Geoff Stults,1977-12-15T00:00:00.000,
2743,Geoffrey Arend,1978-02-28T00:00:00.000,
2744,Geoffrey Holder,1930-08-01T00:00:00.000,2014-10-05T00:00:00.000
2745,Geoffrey Palmer,1927-06-04T00:00:00.000,
2746,Geoffrey Sax,,
2747,Georg Wilhelm Pabst,1885-08-25T00:00:00.000,1967-05-29T00:00:00.000
2748,George 'Buck' Flower,1937-10-28T00:00:00.000,2004-06-18T00:00:00.000
2749,George A. Romero,1940-02-04T00:00:00.000,
2750,George Armitage,,
2751,George Brent,1904-03-15T00:00:00.000,1979-05-26T00:00:00.000
2752,George C. Scott,1927-10-18T00:00:00.000,1999-09-22T00:00:00.000
2753,George Carlin,1937-05-12T00:00:00.000,2008-06-22T00:00:00.000
2754,George Chakiris,1934-09-16T00:00:00.000,
2755,George Clooney,1961-05-06T00:00:00.000,
2756,George Coe,1955-02-03T00:00:00.000,
2757,George Cole,1967-03-01T00:00:00.000,
2758,George Coulouris,1903-10-01T00:00:00.000,1989-04-25T00:00:00.000
2759,George Cukor,1899-07-07T00:00:00.000,1983-01-24T00:00:00.000
2760,George DiCenzo,1940-04-21T00:00:00.000,2010-08-09T00:00:00.000
2761,George Gallo,,
2762,George Hamilton,1939-08-12T00:00:00.000,
2763,George Harris,1925-02-18T00:00:00.000,2016-02-28T00:00:00.000
2764,George Harrison,1943-02-25T00:00:00.000,2001-11-29T00:00:00.000
2765,George Hickenlooper,1963-05-25T00:00:00.000,2010-10-30T00:00:00.000
2766,George Jackson,,
2767,George Kennedy,1925-02-18T00:00:00.000,2016-02-28T00:00:00.000
2768,George Lazenby,1939-09-05T00:00:00.000,
2769,George Lopez,1961-04-23T00:00:00.000,
2770,George Lucas,1944-05-14T00:00:00.000,
2771,George Miller,1945-03-03T00:00:00.000,
2772,George Newbern,1964-12-30T00:00:00.000,
2773,George Newton,1957-04-05T00:00:00.000,
2774,George Nolfi,,
2775,George P. Cosmatos,1941-01-04T00:00:00.000,2005-04-19T00:00:00.000
2776,George Peppard,1928-10-01T00:00:00.000,1994-05-08T00:00:00.000
2777,George Raft,1901-09-26T00:00:00.000,1980-11-24T00:00:00.000
2778,George Ratliff,1968-10-11T00:00:00.000,
2779,George Reeves,1914-01-05T00:00:00.000,1959-06-16T00:00:00.000
2780,George Roy Hill,1921-12-20T00:00:00.000,2002-12-27T00:00:00.000
2781,George Sanders,1906-07-03T00:00:00.000,1972-04-25T00:00:00.000
2782,George Sidney,1916-10-04T00:00:00.000,2002-05-05T00:00:00.000
2783,George Stevens,1932-04-03T00:00:00.000,
2784,George T. Odom,1950-08-21T00:00:00.000,2016-09-21T00:00:00.000
2785,George Tillman Jr.,1969-01-26T00:00:00.000,
2786,George Voskovec,1905-06-19T00:00:00.000,1981-07-01T00:00:00.000
2787,George W. Bush,1946-07-06T00:00:00.000,
2788,George Wendt,1948-10-17T00:00:00.000,
2789,Georgia Groome,1992-02-11T00:00:00.000,
2790,Georgia Hilton,,
2791,Georgina Cates,1975-01-14T00:00:00.000,
2792,Georgina Chapman,1976-04-14T00:00:00.000,
2793,Georgina Reilly,1986-02-12T00:00:00.000,
2794,Gerald McRaney,1947-08-19T00:00:00.000,
2795,Gerald Potterton,1931-03-08T00:00:00.000,
2796,Geraldine Chaplin,1944-07-31T00:00:00.000,
2797,Geraldine McEwan,1932-05-09T00:00:00.000,2015-01-30T00:00:00.000
2798,Gerard Butler,1969-11-13T00:00:00.000,
2799,Gerard Johnstone,,
2800,G�rard Jugnot,1951-05-04T00:00:00.000,
2801,G�rard Krawczyk,1953-05-17T00:00:00.000,
2802,Gerard McSorley,,
2803,Gerardo Taracena,,
2804,Germ�n Alcarazu,,
2805,Gerry Becker,1951-04-11T00:00:00.000,
2806,Gerry Bednob,,
2807,Gerry Lively,,
2808,Gerry Lopez,,
2809,Gert Fr�be,1913-02-25T00:00:00.000,1988-09-05T00:00:00.000
2810,Ghassan Massoud,1958-09-20T00:00:00.000,
2811,Gia Coppola,1987-01-01T00:00:00.000,
2812,Gia Mantegna,1990-04-17T00:00:00.000,
2813,Gian Maria Volont�,1933-04-09T00:00:00.000,1994-12-06T00:00:00.000
2814,Giancarlo Giannini,1942-08-01T00:00:00.000,
2815,Gideon Emery,1972-09-12T00:00:00.000,
2816,Gideon Raff,,
2817,Gigi Rice,1965-03-13T00:00:00.000,
2818,Gil Bellows,1967-06-28T00:00:00.000,
2819,Gil Birmingham,1953-07-13T00:00:00.000,
2820,Gil Junger,1954-11-07T00:00:00.000,
2821,Gil Kenan,1976-10-16T00:00:00.000,
2822,Gilbert Gottfried,1955-02-28T00:00:00.000,
2823,Gilbert R. Hill,1931-11-06T00:00:00.000,2016-02-29T00:00:00.000
2824,Gilbert Roland,1905-12-11T00:00:00.000,1994-05-15T00:00:00.000
2825,Gilles Lellouche,,
2826,Gilles Paquet-Brenner,,
2827,Gillian Armstrong,1950-12-18T00:00:00.000,
2828,Gillian Jacobs,1982-10-19T00:00:00.000,
2829,Gillian Robespierre,1978-06-29T00:00:00.000,
2830,Gillian White,,
2831,Gina Bellman,1966-07-10T00:00:00.000,
2832,Gina Holden,1975-03-17T00:00:00.000,
2833,Gina Lollobrigida,1927-07-04T00:00:00.000,
2834,Gina McKee,1964-04-14T00:00:00.000,
2835,Gina Montana,,
2836,Gina Prince-Bythewood,1969-06-10T00:00:00.000,
2837,Ginger Jensen,,
2838,Ginger Rogers,1911-07-16T00:00:00.000,1995-04-25T00:00:00.000
2839,Gino Salvano,,
2840,Giovanna Mezzogiorno,1974-11-09T00:00:00.000,
2841,Giovanni Zelko,,
2842,Gitte Witt,1983-06-20T00:00:00.000,
2843,Giulia Michelini,1985-06-02T00:00:00.000,
2844,Giuliano Montaldo,1930-02-22T00:00:00.000,
2845,Giuseppe Tornatore,1956-05-27T00:00:00.000,
2846,Gladys Cooper,1888-12-18T00:00:00.000,1971-11-17T00:00:00.000
2847,Glen Hansard,1970-04-21T00:00:00.000,
2848,Glen Morgan,,
2849,Glen Murphy,,
2850,Glen Powell,1988-10-21T00:00:00.000,
2851,Glenn Beck,1964-02-10T00:00:00.000,
2852,Glenn Campbell,1936-04-22T00:00:00.000,
2853,Glenn Erland Tosterud,,
2854,Glenn Ficarra,,
2855,Glenn Ford,1916-05-01T00:00:00.000,2006-08-30T00:00:00.000
2856,Glenn Howerton,1976-04-13T00:00:00.000,
2857,Glenn Morshower,1959-04-24T00:00:00.000,
2858,Glenn Plummer,1961-08-18T00:00:00.000,
2859,Glenn Shadix,1952-04-15T00:00:00.000,2010-09-07T00:00:00.000
2860,Glenne Headly,1955-03-13T00:00:00.000,
2861,Gloria Foster,1933-11-15T00:00:00.000,2001-09-29T00:00:00.000
2862,Gloria Grahame,1923-11-28T00:00:00.000,1981-10-05T00:00:00.000
2863,Gloria Reuben,1964-06-09T00:00:00.000,
2864,Gloria Sandoval,,
2865,Gloria Stuart,1910-07-04T00:00:00.000,2010-09-26T00:00:00.000
2866,Gloria Votsis,1979-02-09T00:00:00.000,
2867,Glynis Johns,1923-10-05T00:00:00.000,
2868,Gnana Rajasekaran,,
2869,Gonzalo L�pez-Gallego,,
2870,Goran Dukic,,
2871,Goran Visnjic,1972-09-09T00:00:00.000,
2872,Gordon Chan,,
2873,Gordon Currie,1965-09-25T00:00:00.000,
2874,Gordon Jackson,1923-12-19T00:00:00.000,1990-01-15T00:00:00.000
2875,Gordon Jump,1932-04-01T00:00:00.000,2003-09-22T00:00:00.000
2876,Gordon Pinsent,1930-07-12T00:00:00.000,
2877,Gore Verbinski,1964-03-16T00:00:00.000,
2878,Goya Toledo,1969-09-24T00:00:00.000,
2879,Grace Gummer,1986-05-09T00:00:00.000,
2880,Grace Jones,1948-05-19T00:00:00.000,
2881,Grace Phipps,1992-05-04T00:00:00.000,
2882,Graham Annable,,
2883,Graham Beckel,1949-12-22T00:00:00.000,
2884,Graham McTavish,1961-01-03T00:00:00.000,
2885,Grant Bowler,1968-07-18T00:00:00.000,
2886,Grant Heslov,1963-05-15T00:00:00.000,
2887,Grasie Mercedes,1978-02-23T00:00:00.000,
2888,Graziella Galvani,1931-06-27T00:00:00.000,
2889,Greer Garson,1929-02-20T00:00:00.000,1989-08-16T00:00:00.000
2890,Greg Aronowitz,,
2891,Greg Ayres,1968-12-07T00:00:00.000,
2892,Greg Berlanti,1972-05-24T00:00:00.000,
2893,Greg Collins,1952-12-08T00:00:00.000,
2894,Greg Coolidge,1972-12-28T00:00:00.000,
2895,Greg Crowe,1965-03-13T00:00:00.000,
2896,Greg D'Agostino,,
2897,Greg Germann,1958-02-26T00:00:00.000,
2898,Greg Grunberg,1966-07-11T00:00:00.000,
2899,Greg Harrison,1950-05-31T00:00:00.000,
2900,Greg Jackson,1964-06-10T00:00:00.000,
2901,Greg Marcks,1976-08-12T00:00:00.000,
2902,Greg Mottola,1964-07-11T00:00:00.000,
2903,Greg Nicotero,1963-03-15T00:00:00.000,
2904,Greg Speirs,,
2905,Greg Tiernan,1965-06-19T00:00:00.000,
2906,Gregg Henry,1952-05-06T00:00:00.000,
2907,Gregor Jordan,,
2908,Gregory Alan Williams,1956-06-12T00:00:00.000,
2909,Gregory Cruz,,
2910,Gregory Hoblit,1944-11-27T00:00:00.000,
2911,Gregory Itzin,1948-04-20T00:00:00.000,
2912,Gregory Jacobs,,
2913,Gregory Nava,1949-04-10T00:00:00.000,
2914,Gregory Poirier,1961-05-19T00:00:00.000,
2915,Gregory Scott Cummins,,
2916,Gregory Sierra,1941-01-25T00:00:00.000,
2917,Gregory Smith,1983-07-06T00:00:00.000,
2918,Gregory Widen,,
2919,Greta Gerwig,1983-08-04T00:00:00.000,
2920,Gretchen Mol,1972-11-08T00:00:00.000,
2921,Gretchen Palmer,1961-12-16T00:00:00.000,
2922,Grey Damon,1987-09-24T00:00:00.000,
2923,Grey Griffin,1973-08-24T00:00:00.000,
2924,Griffin Cleveland,,
2925,Griffin Dunne,1955-06-08T00:00:00.000,
2926,Griffin Kane,,
2927,Grigoriy Dobrygin,1986-02-17T00:00:00.000,
2928,Guang Li,,
2929,Guillaume Canet,1973-04-10T00:00:00.000,
2930,Guillaume Denaiffe,,
2931,Guillaume Ivernel,,
2932,Guillermo Arriaga,1958-03-13T00:00:00.000,
2933,Guillermo del Toro,1964-10-09T00:00:00.000,
2934,Guillermo Francella,1955-02-14T00:00:00.000,
2935,Gulshan Grover,1955-09-21T00:00:00.000,
2936,Gunnar Hansen,,
2937,Gurinder Chadha,1960-01-10T00:00:00.000,
2938,Guro Nagelhus Schia,,
2939,Gus Van Sant,1952-07-24T00:00:00.000,
2940,Gustaf Skarsg�rd,1980-11-12T00:00:00.000,
2941,Gustav Fr�hlich,1902-03-21T00:00:00.000,1987-12-22T00:00:00.000
2942,Guy Hamilton,1964-03-25T00:00:00.000,
2943,Guy Maddin,1956-02-28T00:00:00.000,
2944,Guy Ritchie,1968-09-10T00:00:00.000,
2945,Gyton Grantley,,
2946,H.M. Coakley,1971-01-01T00:00:00.000,
2947,H.M. Wynant,1927-02-12T00:00:00.000,
2948,Hailu Qin,,
2949,Hakeem Kae-Kazim,1962-10-01T00:00:00.000,
2950,Hal Haberman,,
2951,Hal Holbrook,1925-02-17T00:00:00.000,
2952,Hal Landon Jr.,1941-05-23T00:00:00.000,
2953,Hal Linden,1931-03-20T00:00:00.000,
2954,Hal Needham,1931-03-06T00:00:00.000,2013-10-25T00:00:00.000
2955,Haley Bennett,1988-01-07T00:00:00.000,
2956,Haley Joel Osment,1988-04-10T00:00:00.000,
2957,Haley Ramm,1992-03-26T00:00:00.000,
2958,Hallee Hirsh,1987-12-16T00:00:00.000,
2959,Haluk Bilginer,1954-06-05T00:00:00.000,
2960,Ham Tran,,
2961,Hana Mae Lee,1988-09-28T00:00:00.000,
2962,Hana Shuan,1981-09-24T00:00:00.000,
2963,Hanaa Bouchaib,,
2964,Hank Braxtan,1980-04-27T00:00:00.000,
2965,Hannah Britland,,
2966,Hannah Murray,1989-07-01T00:00:00.000,
2967,Hannah Spearritt,1981-04-01T00:00:00.000,
2968,Hanne Aagesen,1933-01-11T00:00:00.000,2016-03-18T00:00:00.000
2969,Hanno P�schl,1949-07-02T00:00:00.000,
2970,Hans Canosa,,
2971,Hans Kesting,1960-10-06T00:00:00.000,
2972,Hans Matheson,1975-08-07T00:00:00.000,
2973,Hans Petter Moland,1955-10-17T00:00:00.000,
2974,Hans Weingartner,1970-11-02T00:00:00.000,
2975,Hansika Motwani,1991-08-09T00:00:00.000,
2976,Hao Ning,,
2977,Harald Reinl,1908-07-09T00:00:00.000,1986-10-09T00:00:00.000
2978,Harald Zwart,1965-07-01T00:00:00.000,
2979,Hardy Kr�ger,1928-04-12T00:00:00.000,
2980,Hark Tsui,1950-02-15T00:00:00.000,
2981,Harland Williams,1962-11-14T00:00:00.000,
2982,Harley Cokeliss,1945-02-11T00:00:00.000,
2983,Harley Jane Kozak,1957-01-28T00:00:00.000,
2984,Harmage Singh Kalirai,,
2985,Harmony Korine,1973-01-04T00:00:00.000,
2986,Harold Becker,1928-09-25T00:00:00.000,
2987,Harold Cronk,,
2988,Harold Gould,1923-12-10T00:00:00.000,2010-09-11T00:00:00.000
2989,Harold Perrineau,1963-08-07T00:00:00.000,
2990,Harold Ramis,1944-11-21T00:00:00.000,2014-02-24T00:00:00.000
2991,Harriet Walter,1950-09-24T00:00:00.000,
2992,Harris Yulin,1937-11-05T00:00:00.000,
2993,Harrison Ford,1942-07-13T00:00:00.000,
2994,Harrison Gilbertson,,
2995,Harrison Page,1941-08-27T00:00:00.000,
2996,Harry Beaumont,1888-02-10T00:00:00.000,1966-12-22T00:00:00.000
2997,Harry Carey Jr.,1921-05-16T00:00:00.000,2012-12-27T00:00:00.000
2998,Harry Connick Jr.,1967-09-11T00:00:00.000,
2999,Harry Elfont,1968-04-05T00:00:00.000,
3000,Harry F. Millarde,1885-11-12T00:00:00.000,1931-11-02T00:00:00.000
3001,Harry Gantz,,
3002,Harry Lennix,1964-11-16T00:00:00.000,
3003,Harry Shearer,1943-12-23T00:00:00.000,
3004,Harry Styles,1994-02-01T00:00:00.000,
3005,Harry Treadaway,1984-09-10T00:00:00.000,
3006,Hart Bochner,1956-10-03T00:00:00.000,
3007,Haruma Miura,1990-04-05T00:00:00.000,
3008,Harvey Fierstein,1954-06-06T00:00:00.000,
3009,Harvey Korman,1927-02-15T00:00:00.000,2008-05-29T00:00:00.000
3010,Harvey Weinstein,1952-03-19T00:00:00.000,
3011,Hassan Johnson,,
3012,Hattie McDaniel,1895-06-10T00:00:00.000,1952-10-26T00:00:00.000
3013,Hayao Miyazaki,1941-01-05T00:00:00.000,
3014,Hayden Christensen,1981-04-19T00:00:00.000,
3015,Hayley Atwell,1982-04-05T00:00:00.000,
3016,Hayley Cloake,,
3017,Hayley Kiyoko,1991-04-03T00:00:00.000,
3018,Hayley Lovitt,,
3019,Hayley McFarland,1991-03-29T00:00:00.000,
3020,Heath Ledger,1979-04-04T00:00:00.000,2008-01-22T00:00:00.000
3021,Heather Berman,,
3022,Heather Bucha,,
3023,Heather Burns,1975-04-07T00:00:00.000,
3024,Heather Donahue,1974-12-22T00:00:00.000,
3025,Heather Langenkamp,1964-07-17T00:00:00.000,
3026,Heather Locklear,1961-09-25T00:00:00.000,
3027,Heather Matarazzo,1982-11-10T00:00:00.000,
3028,Heather Morris,1987-02-01T00:00:00.000,
3029,Heather O'Rourke,1975-12-27T00:00:00.000,1988-02-01T00:00:00.000
3030,Heather Sossaman,1987-04-25T00:00:00.000,
3031,Hector Echavarria,1969-12-06T00:00:00.000,
3032,Hector Elizondo,1936-12-22T00:00:00.000,
3033,H�ctor Jim�nez,1973-12-14T00:00:00.000,
3034,Hector Kotsifakis,,
3035,Hedy Lamarr,1914-11-09T00:00:00.000,2000-01-19T00:00:00.000
3036,Heidi Ewing,,
3037,Heike Makatsch,1971-08-13T00:00:00.000,
3038,Helen Hayes,1924-07-04T00:00:00.000,
3039,Helen Martin,1909-07-23T00:00:00.000,2000-03-25T00:00:00.000
3040,Helen McCrory,1968-08-17T00:00:00.000,
3041,Helena Mattsson,1984-03-30T00:00:00.000,
3042,Helmut Bakaitis,1944-09-26T00:00:00.000,
3043,Henri Garcin,1929-04-11T00:00:00.000,
3044,Henry Alex Rubin,,
3045,Henry Bean,,
3046,Henry Cavill,1983-05-05T00:00:00.000,
3047,Henry Czerny,1959-02-08T00:00:00.000,
3048,Henry Hathaway,1898-03-13T00:00:00.000,1985-02-11T00:00:00.000
3049,Henry Hobson,,
3050,Henry Ian Cusick,1967-04-17T00:00:00.000,
3051,Henry Jaglom,1938-01-26T00:00:00.000,
3052,Henry Joost,,
3053,Henry King,1943-12-02T00:00:00.000,
3054,Henry Koster,1905-05-01T00:00:00.000,1988-09-21T00:00:00.000
3055,Henry Rollins,1961-02-13T00:00:00.000,
3056,Henry Selick,1952-11-30T00:00:00.000,
3057,Henry Silva,1928-09-15T00:00:00.000,
3058,Henry Simmons,1970-07-01T00:00:00.000,
3059,Henry Thomas,1971-09-09T00:00:00.000,
3060,Herb Freed,,
3061,Herbert Gr�nemeyer,1956-04-12T00:00:00.000,
3062,Herbert Lom,1917-09-11T00:00:00.000,2012-09-27T00:00:00.000
3063,Herbert Ross,1927-05-13T00:00:00.000,2001-10-09T00:00:00.000
3064,Herbert Russell,,
3065,Herman Koto,,
3066,Herv� Villechaize,1943-04-23T00:00:00.000,1993-09-04T00:00:00.000
3067,Hiam Abbass,1960-11-30T00:00:00.000,
3068,Hideaki Anno,1960-05-22T00:00:00.000,
3069,Hideo Nakata,1961-07-19T00:00:00.000,
3070,Hilary Brougher,,
3071,Hilda Bernard,1920-10-29T00:00:00.000,
3072,Hill Harper,1966-05-17T00:00:00.000,
3073,Hironobu Sakaguchi,1962-11-14T00:00:00.000,
3074,Hiroshi Abe,1964-06-22T00:00:00.000,
3075,Hitoshi Matsumoto,1963-09-08T00:00:00.000,
3076,Ho-Sung Pak,1967-11-06T00:00:00.000,
3077,Hoke Howell,1929-08-27T00:00:00.000,1997-05-09T00:00:00.000
3078,Holland Taylor,1943-01-14T00:00:00.000,
3079,Holly Hunter,1958-03-20T00:00:00.000,
3080,Holly Valance,1983-05-11T00:00:00.000,
3081,Holmes Osborne,1947-11-07T00:00:00.000,
3082,Holt McCallany,1963-09-03T00:00:00.000,
3083,Homayoun Ershadi,,
3084,Hong-jin Na,,
3085,Honglei Sun,1970-08-16T00:00:00.000,
3086,Honor Blackman,1925-08-22T00:00:00.000,
3087,Hope Davis,1964-03-23T00:00:00.000,
3088,Hope Olaide Wilson,1985-08-16T00:00:00.000,
3089,Horatio Sanz,1969-06-04T00:00:00.000,
3090,Howard Caine,1928-01-02T00:00:00.000,1993-12-28T00:00:00.000
3091,Howard Deutch,1950-09-14T00:00:00.000,
3092,Howard Hawks,1896-05-30T00:00:00.000,1977-12-26T00:00:00.000
3093,Howard Hesseman,1940-02-27T00:00:00.000,
3094,Howard Hughes,,
3095,Howard Keel,1919-04-13T00:00:00.000,2004-11-07T00:00:00.000
3096,Howard Morris,1919-09-04T00:00:00.000,2005-05-21T00:00:00.000
3097,Howard Zieff,1927-10-21T00:00:00.000,2009-02-21T00:00:00.000
3098,Hoyt Axton,1938-03-25T00:00:00.000,1999-10-26T00:00:00.000
3099,Hoyt Yeatman,1955-01-23T00:00:00.000,
3100,Hristo Shopov,1964-01-04T00:00:00.000,
3101,Hsiao-Hsien Hou,1947-04-08T00:00:00.000,
3102,Huck Botko,,
3103,Hudson Leick,1969-05-09T00:00:00.000,
3104,Hue Rhodes,,
3105,Huell Howser,1945-10-18T00:00:00.000,2013-01-07T00:00:00.000
3106,Huey Lewis,1950-07-05T00:00:00.000,
3107,Hugh Bonneville,1963-11-10T00:00:00.000,
3108,Hugh Dillon,1963-05-31T00:00:00.000,
3109,Hugh Ducklow,,
3110,Hugh Griffith,1912-05-30T00:00:00.000,1980-05-14T00:00:00.000
3111,Hugh Hudson,1936-08-25T00:00:00.000,
3112,Hugh Jackman,1968-10-12T00:00:00.000,
3113,Hugh Johnson,,
3114,Hugh Keays-Byrne,1947-05-18T00:00:00.000,
3115,Hugh M. Hefner,1926-04-09T00:00:00.000,
3116,Hugh Mun,1960-09-09T00:00:00.000,
3117,Hugh O'Brian,1925-04-19T00:00:00.000,2016-09-05T00:00:00.000
3118,Hugh O'Conor,1975-04-19T00:00:00.000,
3119,Hugh Wilson,1943-08-21T00:00:00.000,
3120,Hugo Stiglitz,1940-08-28T00:00:00.000,
3121,Hulk Hogan,1953-08-11T00:00:00.000,
3122,Humphrey Bogart,1899-12-25T00:00:00.000,1957-01-14T00:00:00.000
3123,Hunter Parrish,1987-05-13T00:00:00.000,
3124,Hunter Richards,,
3125,Hutch Dano,1992-05-21T00:00:00.000,
3126,Hye-jeong Kang,1982-01-04T00:00:00.000,
3127,Hye-kyo Song,1981-11-22T00:00:00.000,
3128,Hyung-rae Shim,1958-01-03T00:00:00.000,
3129,Iain Softley,,
3130,Ian Bohen,1976-09-24T00:00:00.000,
3131,Ian Fitzgibbon,,
3132,Ian Gamazon,,
3133,Ian Gomez,1964-12-27T00:00:00.000,
3134,Ian Hart,1964-10-08T00:00:00.000,
3135,Ian Iqbal Rashid,,
3136,Ian McDiarmid,1944-08-11T00:00:00.000,
3137,Ian McNeice,1950-10-02T00:00:00.000,
3138,Ian Mune,,
3139,Ian Richardson,1934-04-07T00:00:00.000,2007-02-09T00:00:00.000
3140,Ian Sharp,1946-11-13T00:00:00.000,
3141,Ian Somerhalder,1978-12-08T00:00:00.000,
3142,Ian Tracey,1964-06-26T00:00:00.000,
3143,Ian Whyte,1971-09-17T00:00:00.000,
3144,Ian Ziering,1964-03-30T00:00:00.000,
3145,Iben Hjejle,1971-03-22T00:00:00.000,
3146,Ice Cube,1969-06-15T00:00:00.000,
3147,Ice-T,1958-02-16T00:00:00.000,
3148,Iddo Goldberg,1975-08-05T00:00:00.000,
3149,Igal Naor,1958-06-25T00:00:00.000,
3150,Igor Jijikine,1965-10-08T00:00:00.000,
3151,Igor Kovalyov,1963-01-17T00:00:00.000,
3152,Igor Zaripov,,
3153,Ike Barinholtz,1977-02-18T00:00:00.000,
3154,Iko Uwais,1983-02-12T00:00:00.000,
3155,Ilene Graff,1949-02-28T00:00:00.000,
3156,Illeana Douglas,1965-07-25T00:00:00.000,
3157,Imelda Staunton,1956-01-09T00:00:00.000,
3158,India de Beaufort,1987-06-27T00:00:00.000,
3159,Indiana Evans,1990-07-27T00:00:00.000,
3160,Indira Varma,1973-05-14T00:00:00.000,
3161,Ingmar Bergman,1918-07-14T00:00:00.000,2007-07-30T00:00:00.000
3162,Ingrid Bols� Berdal,1980-03-02T00:00:00.000,
3163,Ingrid Thulin,1926-01-27T00:00:00.000,2004-01-07T00:00:00.000
3164,Ingvar Eggert Sigur_sson,1963-11-22T00:00:00.000,
3165,Inna Evlannikova,,
3166,Ioan Gruffudd,1973-10-06T00:00:00.000,
3167,Ion Overman,1976-11-09T00:00:00.000,
3168,Ione Skye,1970-09-04T00:00:00.000,
3169,Ira Sachs,,
3170,Irene Bedard,1967-07-22T00:00:00.000,
3171,Irene Dunne,1898-12-20T00:00:00.000,1990-09-04T00:00:00.000
3172,Ir�ne Jacob,1966-07-15T00:00:00.000,
3173,Irene Papas,1926-09-03T00:00:00.000,
3174,Irvin Kershner,1923-04-29T00:00:00.000,2010-11-27T00:00:00.000
3175,Irwin Winkler,1931-05-28T00:00:00.000,
3176,Isaac C. Singleton Jr.,,
3177,Isaac Florentine,,
3178,Isaac Hayes,1942-08-20T00:00:00.000,2008-08-10T00:00:00.000
3179,Isaac Hempstead Wright,1999-04-09T00:00:00.000,
3180,Isaach De Bankol�,1957-08-12T00:00:00.000,
3181,Isabel Coixet,1960-04-09T00:00:00.000,
3182,Isabella Rossellini,1952-06-18T00:00:00.000,
3183,Isabelle Adjani,1955-06-27T00:00:00.000,
3184,Isabelle Carr�,1971-05-28T00:00:00.000,
3185,Isabelle Huppert,1953-03-16T00:00:00.000,
3186,Isabelle Nanty,1962-01-21T00:00:00.000,
3187,Isabelle N�lisse,,
3188,Isaiah Washington,1963-08-03T00:00:00.000,
3189,Isiah Thomas,1961-04-30T00:00:00.000,
3190,Isiah Whitlock Jr.,1954-09-13T00:00:00.000,
3191,Isild Le Besco,1982-11-22T00:00:00.000,
3192,Istv�n Szab�,,
3193,Iulia Ciochina,,
3194,Ivan Barnev,1973-07-15T00:00:00.000,
3195,Ivan Dixon,1931-04-06T00:00:00.000,2008-03-16T00:00:00.000
3196,Ivan Engler,,
3197,Iv�n Kamar�s,1972-12-22T00:00:00.000,
3198,Ivan Kavanagh,,
3199,Ivan Okhlobystin,1966-07-22T00:00:00.000,
3200,Ivan Reitman,1946-10-27T00:00:00.000,
3201,Ivan Sergei,1971-05-07T00:00:00.000,
3202,Ivana Baquero,1994-06-11T00:00:00.000,
3203,Ivana Milicevic,1974-04-26T00:00:00.000,
3204,Ivette Alvarez,,
3205,Izabella Miko,1981-01-21T00:00:00.000,
3206,Izabella Scorupco,1970-06-04T00:00:00.000,
3207,J Blakeson,,
3208,J. Lee Thompson,1914-08-01T00:00:00.000,2002-08-30T00:00:00.000
3209,J. Smith-Cameron,,
3210,J.A. Bayona,,
3211,J.B. Rogers,1910-10-08T00:00:00.000,1998-08-06T00:00:00.000
3212,J.B. Smoove,1965-12-16T00:00:00.000,
3213,J.C. Chandor,,
3214,J.D. Evermore,1968-11-05T00:00:00.000,
3215,J.D. Williams,1932-02-08T00:00:00.000,
3216,J.J. Abrams,1966-06-27T00:00:00.000,
3217,J.J. Cohen,1965-06-22T00:00:00.000,
3218,J.K. Simmons,1955-01-09T00:00:00.000,
3219,J.S. Cardone,1946-10-19T00:00:00.000,
3220,J.T. Walsh,1969-11-24T00:00:00.000,
3221,Jacek Koman,1956-08-15T00:00:00.000,
3222,Jacinda Barrett,1972-08-02T00:00:00.000,
3223,Jack Albertson,1907-06-16T00:00:00.000,1981-11-25T00:00:00.000
3224,Jack Canfield,,
3225,Jack Carson,1910-10-27T00:00:00.000,1963-01-02T00:00:00.000
3226,Jack Conway,1887-07-17T00:00:00.000,1952-10-11T00:00:00.000
3227,Jack Davenport,1973-03-01T00:00:00.000,
3228,Jack E. Curenton,,
3229,Jack Elam,1920-11-13T00:00:00.000,2003-10-20T00:00:00.000
3230,Jack Guzman,1978-06-21T00:00:00.000,
3231,Jack Hawkins,1910-09-14T00:00:00.000,1973-07-18T00:00:00.000
3232,Jack Heller,,
3233,Jack Kao,1958-04-23T00:00:00.000,
3234,Jack Lord,1894-02-01T00:00:00.000,1973-08-31T00:00:00.000
